GameID,posteam,DefensiveTeam,HomeTeam,AwayTeam,Outcome,Win,WinOrLoss,WinOrLossRegulation
2018092311,ARI,CHI,ARI,CHI,CHI,FALSE,Loss,Loss
2018093008,SEA,ARI,ARI,SEA,SEA,TRUE,Win,Win
2018102809,ARI,SF,ARI,SF,ARI,TRUE,Win,Win
2018102809,SF,ARI,ARI,SF,ARI,FALSE,Loss,Loss
2018111807,OAK,ARI,ARI,OAK,OAK,TRUE,Win,Win
2018091600,CAR,ATL,ATL,CAR,ATL,FALSE,Loss,Loss
2018092300,ATL,NO,ATL,NO,NO,FALSE,Loss,Tie
2018093000,ATL,CIN,ATL,CIN,CIN,FALSE,Loss,Loss
2018093000,CIN,ATL,ATL,CIN,CIN,TRUE,Win,Win
2018101400,TB,ATL,ATL,TB,ATL,FALSE,Loss,Loss
